LOCATION,Sector
NIC,Agriculture
NIC,Fishing
NIC,Mining and Quarrying
NIC,Food & Beverages
NIC,Textiles and Wearing Apparel
NIC,Wood and Paper
NIC,"Petroleum, Chemical and non-Metallic Mineral Products"
NIC,Metal Products
NIC,Electrical and Machinery
NIC,Transport Equipment
NIC,Other Manufacturing
NIC,Recycling
NIC,"Electricity, Gas and Water"
NIC,Construction
NIC,Maintenance and Repair
NIC,Wholesale Trade
NIC,Retail Trade
NIC,Hotels and Restraurants
NIC,Transport
NIC,Post and Telecommunications
NIC,Finacial Intermediation and Business Activities
NIC,Public Administration
NIC,"Education, Health and Other Services"
NIC,Private Households
NIC,Others
NIC,Re-export & Re-import
NER,Agriculture
NER,Fishing
NER,Mining and Quarrying
NER,Food & Beverages
NER,Textiles and Wearing Apparel
NER,Wood and Paper
NER,"Petroleum, Chemical and non-Metallic Mineral Products"
NER,Metal Products
NER,Electrical and Machinery
NER,Transport Equipment
NER,Other Manufacturing
NER,Recycling
NER,"Electricity, Gas and Water"
NER,Construction
NER,Maintenance and Repair
NER,Wholesale Trade
NER,Retail Trade
NER,Hotels and Restraurants
NER,Transport
NER,Post and Telecommunications
NER,Finacial Intermediation and Business Activities
NER,Public Administration
NER,"Education, Health and Other Services"
NER,Private Households
NER,Others
NER,Re-export & Re-import
NGA,Agriculture
NGA,Fishing
NGA,Mining and Quarrying
NGA,Food & Beverages
NGA,Textiles and Wearing Apparel
NGA,Wood and Paper
NGA,"Petroleum, Chemical and non-Metallic Mineral Products"
NGA,Metal Products
NGA,Electrical and Machinery
NGA,Transport Equipment
NGA,Other Manufacturing
NGA,Recycling
NGA,"Electricity, Gas and Water"
NGA,Construction
NGA,Maintenance and Repair
NGA,Wholesale Trade
NGA,Retail Trade
NGA,Hotels and Restraurants
NGA,Transport
NGA,Post and Telecommunications
NGA,Finacial Intermediation and Business Activities
NGA,Public Administration
NGA,"Education, Health and Other Services"
NGA,Private Households
NGA,Others
NGA,Re-export & Re-import
NOR,Agriculture
NOR,Fishing
NOR,Mining and Quarrying
NOR,Food & Beverages
NOR,Textiles and Wearing Apparel
NOR,Wood and Paper
NOR,"Petroleum, Chemical and non-Metallic Mineral Products"
NOR,Metal Products
NOR,Electrical and Machinery
NOR,Transport Equipment
NOR,Other Manufacturing
NOR,Recycling
NOR,"Electricity, Gas and Water"
NOR,Construction
NOR,Maintenance and Repair
NOR,Wholesale Trade
NOR,Retail Trade
NOR,Hotels and Restraurants
NOR,Transport
NOR,Post and Telecommunications
NOR,Finacial Intermediation and Business Activities
NOR,Public Administration
NOR,"Education, Health and Other Services"
NOR,Private Households
NOR,Others
NOR,Re-export & Re-import
PSE,Agriculture
PSE,Fishing
PSE,Mining and Quarrying
PSE,Food & Beverages
PSE,Textiles and Wearing Apparel
PSE,Wood and Paper
PSE,"Petroleum, Chemical and non-Metallic Mineral Products"
PSE,Metal Products
PSE,Electrical and Machinery
PSE,Transport Equipment
PSE,Other Manufacturing
PSE,Recycling
PSE,"Electricity, Gas and Water"
PSE,Construction
PSE,Maintenance and Repair
PSE,Wholesale Trade
PSE,Retail Trade
PSE,Hotels and Restraurants
PSE,Transport
PSE,Post and Telecommunications
PSE,Finacial Intermediation and Business Activities
PSE,Public Administration
PSE,"Education, Health and Other Services"
PSE,Private Households
PSE,Others
PSE,Re-export & Re-import
OMN,Agriculture
OMN,Fishing
OMN,Mining and Quarrying
OMN,Food & Beverages
OMN,Textiles and Wearing Apparel
OMN,Wood and Paper
OMN,"Petroleum, Chemical and non-Metallic Mineral Products"
OMN,Metal Products
OMN,Electrical and Machinery
OMN,Transport Equipment
OMN,Other Manufacturing
OMN,Recycling
OMN,"Electricity, Gas and Water"
OMN,Construction
OMN,Maintenance and Repair
OMN,Wholesale Trade
OMN,Retail Trade
OMN,Hotels and Restraurants
OMN,Transport
OMN,Post and Telecommunications
OMN,Finacial Intermediation and Business Activities
OMN,Public Administration
OMN,"Education, Health and Other Services"
OMN,Private Households
OMN,Others
OMN,Re-export & Re-import
PAK,Agriculture
PAK,Fishing
PAK,Mining and Quarrying
PAK,Food & Beverages
PAK,Textiles and Wearing Apparel
PAK,Wood and Paper
PAK,"Petroleum, Chemical and non-Metallic Mineral Products"
PAK,Metal Products
PAK,Electrical and Machinery
PAK,Transport Equipment
PAK,Other Manufacturing
PAK,Recycling
PAK,"Electricity, Gas and Water"
PAK,Construction
PAK,Maintenance and Repair
PAK,Wholesale Trade
PAK,Retail Trade
PAK,Hotels and Restraurants
PAK,Transport
PAK,Post and Telecommunications
PAK,Finacial Intermediation and Business Activities
PAK,Public Administration
PAK,"Education, Health and Other Services"
PAK,Private Households
PAK,Others
PAK,Re-export & Re-import
PAN,Agriculture
PAN,Fishing
PAN,Mining and Quarrying
PAN,Food & Beverages
PAN,Textiles and Wearing Apparel
PAN,Wood and Paper
PAN,"Petroleum, Chemical and non-Metallic Mineral Products"
PAN,Metal Products
PAN,Electrical and Machinery
PAN,Transport Equipment
PAN,Other Manufacturing
PAN,Recycling
PAN,"Electricity, Gas and Water"
PAN,Construction
PAN,Maintenance and Repair
PAN,Wholesale Trade
PAN,Retail Trade
PAN,Hotels and Restraurants
PAN,Transport
PAN,Post and Telecommunications
PAN,Finacial Intermediation and Business Activities
PAN,Public Administration
PAN,"Education, Health and Other Services"
PAN,Private Households
PAN,Others
PAN,Re-export & Re-import
PNG,Agriculture
PNG,Fishing
PNG,Mining and Quarrying
PNG,Food & Beverages
PNG,Textiles and Wearing Apparel
PNG,Wood and Paper
PNG,"Petroleum, Chemical and non-Metallic Mineral Products"
PNG,Metal Products
PNG,Electrical and Machinery
PNG,Transport Equipment
PNG,Other Manufacturing
PNG,Recycling
PNG,"Electricity, Gas and Water"
PNG,Construction
PNG,Maintenance and Repair
PNG,Wholesale Trade
PNG,Retail Trade
PNG,Hotels and Restraurants
PNG,Transport
PNG,Post and Telecommunications
PNG,Finacial Intermediation and Business Activities
PNG,Public Administration
PNG,"Education, Health and Other Services"
PNG,Private Households
PNG,Others
PNG,Re-export & Re-import
PRY,Agriculture
PRY,Fishing
PRY,Mining and Quarrying
PRY,Food & Beverages
PRY,Textiles and Wearing Apparel
PRY,Wood and Paper
PRY,"Petroleum, Chemical and non-Metallic Mineral Products"
PRY,Metal Products
PRY,Electrical and Machinery
PRY,Transport Equipment
PRY,Other Manufacturing
PRY,Recycling
PRY,"Electricity, Gas and Water"
PRY,Construction
PRY,Maintenance and Repair
PRY,Wholesale Trade
PRY,Retail Trade
PRY,Hotels and Restraurants
PRY,Transport
PRY,Post and Telecommunications
PRY,Finacial Intermediation and Business Activities
PRY,Public Administration
PRY,"Education, Health and Other Services"
PRY,Private Households
PRY,Others
PRY,Re-export & Re-import
PER,Agriculture
PER,Fishing
PER,Mining and Quarrying
PER,Food & Beverages
PER,Textiles and Wearing Apparel
PER,Wood and Paper
PER,"Petroleum, Chemical and non-Metallic Mineral Products"
PER,Metal Products
PER,Electrical and Machinery
PER,Transport Equipment
PER,Other Manufacturing
PER,Recycling
PER,"Electricity, Gas and Water"
PER,Construction
PER,Maintenance and Repair
PER,Wholesale Trade
PER,Retail Trade
PER,Hotels and Restraurants
PER,Transport
PER,Post and Telecommunications
PER,Finacial Intermediation and Business Activities
PER,Public Administration
PER,"Education, Health and Other Services"
PER,Private Households
PER,Others
PER,Re-export & Re-import
PHL,Agriculture
PHL,Fishing
PHL,Mining and Quarrying
PHL,Food & Beverages
PHL,Textiles and Wearing Apparel
PHL,Wood and Paper
PHL,"Petroleum, Chemical and non-Metallic Mineral Products"
PHL,Metal Products
PHL,Electrical and Machinery
PHL,Transport Equipment
PHL,Other Manufacturing
PHL,Recycling
PHL,"Electricity, Gas and Water"
PHL,Construction
PHL,Maintenance and Repair
PHL,Wholesale Trade
PHL,Retail Trade
PHL,Hotels and Restraurants
PHL,Transport
PHL,Post and Telecommunications
PHL,Finacial Intermediation and Business Activities
PHL,Public Administration
PHL,"Education, Health and Other Services"
PHL,Private Households
PHL,Others
PHL,Re-export & Re-import
POL,Agriculture
POL,Fishing
POL,Mining and Quarrying
POL,Food & Beverages
POL,Textiles and Wearing Apparel
POL,Wood and Paper
POL,"Petroleum, Chemical and non-Metallic Mineral Products"
POL,Metal Products
POL,Electrical and Machinery
POL,Transport Equipment
POL,Other Manufacturing
POL,Recycling
POL,"Electricity, Gas and Water"
POL,Construction
POL,Maintenance and Repair
POL,Wholesale Trade
POL,Retail Trade
POL,Hotels and Restraurants
POL,Transport
POL,Post and Telecommunications
POL,Finacial Intermediation and Business Activities
POL,Public Administration
POL,"Education, Health and Other Services"
POL,Private Households
POL,Others
POL,Re-export & Re-import
PRT,Agriculture
PRT,Fishing
PRT,Mining and Quarrying
PRT,Food & Beverages
PRT,Textiles and Wearing Apparel
PRT,Wood and Paper
PRT,"Petroleum, Chemical and non-Metallic Mineral Products"
PRT,Metal Products
PRT,Electrical and Machinery
PRT,Transport Equipment
PRT,Other Manufacturing
PRT,Recycling
PRT,"Electricity, Gas and Water"
PRT,Construction
PRT,Maintenance and Repair
PRT,Wholesale Trade
PRT,Retail Trade
PRT,Hotels and Restraurants
PRT,Transport
PRT,Post and Telecommunications
PRT,Finacial Intermediation and Business Activities
PRT,Public Administration
PRT,"Education, Health and Other Services"
PRT,Private Households
PRT,Others
PRT,Re-export & Re-import
QAT,Agriculture
QAT,Fishing
QAT,Mining and Quarrying
QAT,Food & Beverages
QAT,Textiles and Wearing Apparel
QAT,Wood and Paper
QAT,"Petroleum, Chemical and non-Metallic Mineral Products"
QAT,Metal Products
QAT,Electrical and Machinery
QAT,Transport Equipment
QAT,Other Manufacturing
QAT,Recycling
QAT,"Electricity, Gas and Water"
QAT,Construction
QAT,Maintenance and Repair
QAT,Wholesale Trade
QAT,Retail Trade
QAT,Hotels and Restraurants
QAT,Transport
QAT,Post and Telecommunications
QAT,Finacial Intermediation and Business Activities
QAT,Public Administration
QAT,"Education, Health and Other Services"
QAT,Private Households
QAT,Others
QAT,Re-export & Re-import
KOR,Agriculture
KOR,Fishing
KOR,Mining and Quarrying
KOR,Food & Beverages
KOR,Textiles and Wearing Apparel
KOR,Wood and Paper
KOR,"Petroleum, Chemical and non-Metallic Mineral Products"
KOR,Metal Products
KOR,Electrical and Machinery
KOR,Transport Equipment
KOR,Other Manufacturing
KOR,Recycling
KOR,"Electricity, Gas and Water"
KOR,Construction
KOR,Maintenance and Repair
KOR,Wholesale Trade
KOR,Retail Trade
KOR,Hotels and Restraurants
KOR,Transport
KOR,Post and Telecommunications
KOR,Finacial Intermediation and Business Activities
KOR,Public Administration
KOR,"Education, Health and Other Services"
KOR,Private Households
KOR,Others
KOR,Re-export & Re-import
MDA,Agriculture
MDA,Fishing
MDA,Mining and Quarrying
MDA,Food & Beverages
MDA,Textiles and Wearing Apparel
MDA,Wood and Paper
MDA,"Petroleum, Chemical and non-Metallic Mineral Products"
MDA,Metal Products
MDA,Electrical and Machinery
MDA,Transport Equipment
MDA,Other Manufacturing
MDA,Recycling
MDA,"Electricity, Gas and Water"
MDA,Construction
MDA,Maintenance and Repair
MDA,Wholesale Trade
MDA,Retail Trade
MDA,Hotels and Restraurants
MDA,Transport
MDA,Post and Telecommunications
MDA,Finacial Intermediation and Business Activities
MDA,Public Administration
MDA,"Education, Health and Other Services"
MDA,Private Households
MDA,Others
MDA,Re-export & Re-import
ROU,Agriculture
ROU,Fishing
ROU,Mining and Quarrying
ROU,Food & Beverages
ROU,Textiles and Wearing Apparel
ROU,Wood and Paper
ROU,"Petroleum, Chemical and non-Metallic Mineral Products"
ROU,Metal Products
ROU,Electrical and Machinery
ROU,Transport Equipment
ROU,Other Manufacturing
ROU,Recycling
ROU,"Electricity, Gas and Water"
ROU,Construction
ROU,Maintenance and Repair
ROU,Wholesale Trade
ROU,Retail Trade
ROU,Hotels and Restraurants
ROU,Transport
ROU,Post and Telecommunications
ROU,Finacial Intermediation and Business Activities
ROU,Public Administration
ROU,"Education, Health and Other Services"
ROU,Private Households
ROU,Others
ROU,Re-export & Re-import
RUS,Agriculture
RUS,Fishing
RUS,Mining and Quarrying
RUS,Food & Beverages
RUS,Textiles and Wearing Apparel
RUS,Wood and Paper
RUS,"Petroleum, Chemical and non-Metallic Mineral Products"
RUS,Metal Products
RUS,Electrical and Machinery
RUS,Transport Equipment
RUS,Other Manufacturing
RUS,Recycling
RUS,"Electricity, Gas and Water"
RUS,Construction
RUS,Maintenance and Repair
RUS,Wholesale Trade
RUS,Retail Trade
RUS,Hotels and Restraurants
RUS,Transport
RUS,Post and Telecommunications
RUS,Finacial Intermediation and Business Activities
RUS,Public Administration
RUS,"Education, Health and Other Services"
RUS,Private Households
RUS,Others
RUS,Re-export & Re-import
RWA,Agriculture
RWA,Fishing
RWA,Mining and Quarrying
RWA,Food & Beverages
RWA,Textiles and Wearing Apparel
RWA,Wood and Paper
RWA,"Petroleum, Chemical and non-Metallic Mineral Products"
RWA,Metal Products
RWA,Electrical and Machinery
RWA,Transport Equipment
RWA,Other Manufacturing
RWA,Recycling
RWA,"Electricity, Gas and Water"
RWA,Construction
RWA,Maintenance and Repair
RWA,Wholesale Trade
RWA,Retail Trade
RWA,Hotels and Restraurants
RWA,Transport
RWA,Post and Telecommunications
RWA,Finacial Intermediation and Business Activities
RWA,Public Administration
RWA,"Education, Health and Other Services"
RWA,Private Households
RWA,Others
RWA,Re-export & Re-import
WSM,Agriculture
WSM,Fishing
WSM,Mining and Quarrying
WSM,Food & Beverages
WSM,Textiles and Wearing Apparel
WSM,Wood and Paper
WSM,"Petroleum, Chemical and non-Metallic Mineral Products"
WSM,Metal Products
WSM,Electrical and Machinery
WSM,Transport Equipment
WSM,Other Manufacturing
WSM,Recycling
WSM,"Electricity, Gas and Water"
WSM,Construction
WSM,Maintenance and Repair
WSM,Wholesale Trade
WSM,Retail Trade
WSM,Hotels and Restraurants
WSM,Transport
WSM,Post and Telecommunications
WSM,Finacial Intermediation and Business Activities
WSM,Public Administration
WSM,"Education, Health and Other Services"
WSM,Private Households
WSM,Others
WSM,Re-export & Re-import
SMR,Agriculture
SMR,Fishing
SMR,Mining and Quarrying
SMR,Food & Beverages
SMR,Textiles and Wearing Apparel
SMR,Wood and Paper
SMR,"Petroleum, Chemical and non-Metallic Mineral Products"
SMR,Metal Products
SMR,Electrical and Machinery
SMR,Transport Equipment
SMR,Other Manufacturing
SMR,Recycling
SMR,"Electricity, Gas and Water"
SMR,Construction
SMR,Maintenance and Repair
SMR,Wholesale Trade
SMR,Retail Trade
SMR,Hotels and Restraurants
SMR,Transport
SMR,Post and Telecommunications
SMR,Finacial Intermediation and Business Activities
SMR,Public Administration
SMR,"Education, Health and Other Services"
SMR,Private Households
SMR,Others
SMR,Re-export & Re-import
STP,Agriculture
STP,Fishing
STP,Mining and Quarrying
STP,Food & Beverages
STP,Textiles and Wearing Apparel
STP,Wood and Paper
STP,"Petroleum, Chemical and non-Metallic Mineral Products"
STP,Metal Products
STP,Electrical and Machinery
STP,Transport Equipment
STP,Other Manufacturing
STP,Recycling
STP,"Electricity, Gas and Water"
STP,Construction
STP,Maintenance and Repair
STP,Wholesale Trade
STP,Retail Trade
STP,Hotels and Restraurants
STP,Transport
STP,Post and Telecommunications
STP,Finacial Intermediation and Business Activities
STP,Public Administration
STP,"Education, Health and Other Services"
STP,Private Households
STP,Others
STP,Re-export & Re-import
SAU,Agriculture
SAU,Fishing
SAU,Mining and Quarrying
SAU,Food & Beverages
SAU,Textiles and Wearing Apparel
SAU,Wood and Paper
SAU,"Petroleum, Chemical and non-Metallic Mineral Products"
SAU,Metal Products
SAU,Electrical and Machinery
SAU,Transport Equipment
SAU,Other Manufacturing
SAU,Recycling
SAU,"Electricity, Gas and Water"
SAU,Construction
SAU,Maintenance and Repair
SAU,Wholesale Trade
SAU,Retail Trade
SAU,Hotels and Restraurants
SAU,Transport
SAU,Post and Telecommunications
SAU,Finacial Intermediation and Business Activities
SAU,Public Administration
SAU,"Education, Health and Other Services"
SAU,Private Households
SAU,Others
SAU,Re-export & Re-import
SEN,Agriculture
SEN,Fishing
SEN,Mining and Quarrying
SEN,Food & Beverages
SEN,Textiles and Wearing Apparel
SEN,Wood and Paper
SEN,"Petroleum, Chemical and non-Metallic Mineral Products"
SEN,Metal Products
SEN,Electrical and Machinery
SEN,Transport Equipment
SEN,Other Manufacturing
SEN,Recycling
SEN,"Electricity, Gas and Water"
SEN,Construction
SEN,Maintenance and Repair
SEN,Wholesale Trade
SEN,Retail Trade
SEN,Hotels and Restraurants
SEN,Transport
SEN,Post and Telecommunications
SEN,Finacial Intermediation and Business Activities
SEN,Public Administration
SEN,"Education, Health and Other Services"
SEN,Private Households
SEN,Others
SEN,Re-export & Re-import
SRB,Agriculture
SRB,Fishing
SRB,Mining and Quarrying
SRB,Food & Beverages
SRB,Textiles and Wearing Apparel
SRB,Wood and Paper
SRB,"Petroleum, Chemical and non-Metallic Mineral Products"
SRB,Metal Products
SRB,Electrical and Machinery
SRB,Transport Equipment
SRB,Other Manufacturing
SRB,Recycling
SRB,"Electricity, Gas and Water"
SRB,Construction
SRB,Maintenance and Repair
SRB,Wholesale Trade
SRB,Retail Trade
SRB,Hotels and Restraurants
SRB,Transport
SRB,Post and Telecommunications
SRB,Finacial Intermediation and Business Activities
SRB,Public Administration
SRB,"Education, Health and Other Services"
SRB,Private Households
SRB,Others
SRB,Re-export & Re-import
SYC,Agriculture
SYC,Fishing
SYC,Mining and Quarrying
SYC,Food & Beverages
SYC,Textiles and Wearing Apparel
SYC,Wood and Paper
SYC,"Petroleum, Chemical and non-Metallic Mineral Products"
SYC,Metal Products
SYC,Electrical and Machinery
SYC,Transport Equipment
SYC,Other Manufacturing
SYC,Recycling
SYC,"Electricity, Gas and Water"
SYC,Construction
SYC,Maintenance and Repair
SYC,Wholesale Trade
SYC,Retail Trade
SYC,Hotels and Restraurants
SYC,Transport
SYC,Post and Telecommunications
SYC,Finacial Intermediation and Business Activities
SYC,Public Administration
SYC,"Education, Health and Other Services"
SYC,Private Households
SYC,Others
SYC,Re-export & Re-import
SLE,Agriculture
SLE,Fishing
SLE,Mining and Quarrying
SLE,Food & Beverages
SLE,Textiles and Wearing Apparel
SLE,Wood and Paper
SLE,"Petroleum, Chemical and non-Metallic Mineral Products"
SLE,Metal Products
SLE,Electrical and Machinery
SLE,Transport Equipment
SLE,Other Manufacturing
SLE,Recycling
SLE,"Electricity, Gas and Water"
SLE,Construction
SLE,Maintenance and Repair
SLE,Wholesale Trade
SLE,Retail Trade
SLE,Hotels and Restraurants
SLE,Transport
SLE,Post and Telecommunications
SLE,Finacial Intermediation and Business Activities
SLE,Public Administration
SLE,"Education, Health and Other Services"
SLE,Private Households
SLE,Others
SLE,Re-export & Re-import
SGP,Agriculture
SGP,Fishing
SGP,Mining and Quarrying
SGP,Food & Beverages
SGP,Textiles and Wearing Apparel
SGP,Wood and Paper
SGP,"Petroleum, Chemical and non-Metallic Mineral Products"
SGP,Metal Products
SGP,Electrical and Machinery
SGP,Transport Equipment
SGP,Other Manufacturing
SGP,Recycling
SGP,"Electricity, Gas and Water"
SGP,Construction
SGP,Maintenance and Repair
SGP,Wholesale Trade
SGP,Retail Trade
SGP,Hotels and Restraurants
SGP,Transport
SGP,Post and Telecommunications
SGP,Finacial Intermediation and Business Activities
SGP,Public Administration
SGP,"Education, Health and Other Services"
SGP,Private Households
SGP,Others
SGP,Re-export & Re-import
SVK,Agriculture
SVK,Fishing
SVK,Mining and Quarrying
SVK,Food & Beverages
SVK,Textiles and Wearing Apparel
SVK,Wood and Paper
SVK,"Petroleum, Chemical and non-Metallic Mineral Products"
SVK,Metal Products
SVK,Electrical and Machinery
SVK,Transport Equipment
SVK,Other Manufacturing
SVK,Recycling
SVK,"Electricity, Gas and Water"
SVK,Construction
SVK,Maintenance and Repair
SVK,Wholesale Trade
SVK,Retail Trade
SVK,Hotels and Restraurants
SVK,Transport
SVK,Post and Telecommunications
SVK,Finacial Intermediation and Business Activities
SVK,Public Administration
SVK,"Education, Health and Other Services"
SVK,Private Households
SVK,Others
SVK,Re-export & Re-import
SVN,Agriculture
SVN,Fishing
SVN,Mining and Quarrying
SVN,Food & Beverages
SVN,Textiles and Wearing Apparel
SVN,Wood and Paper
SVN,"Petroleum, Chemical and non-Metallic Mineral Products"
SVN,Metal Products
SVN,Electrical and Machinery
SVN,Transport Equipment
SVN,Other Manufacturing
SVN,Recycling
SVN,"Electricity, Gas and Water"
SVN,Construction
SVN,Maintenance and Repair
SVN,Wholesale Trade
SVN,Retail Trade
SVN,Hotels and Restraurants
SVN,Transport
SVN,Post and Telecommunications
SVN,Finacial Intermediation and Business Activities
SVN,Public Administration
SVN,"Education, Health and Other Services"
SVN,Private Households
SVN,Others
SVN,Re-export & Re-import
SOM,Agriculture
SOM,Fishing
SOM,Mining and Quarrying
SOM,Food & Beverages
SOM,Textiles and Wearing Apparel
SOM,Wood and Paper
SOM,"Petroleum, Chemical and non-Metallic Mineral Products"
SOM,Metal Products
SOM,Electrical and Machinery
SOM,Transport Equipment
SOM,Other Manufacturing
SOM,Recycling
SOM,"Electricity, Gas and Water"
SOM,Construction
SOM,Maintenance and Repair
SOM,Wholesale Trade
SOM,Retail Trade
SOM,Hotels and Restraurants
SOM,Transport
SOM,Post and Telecommunications
SOM,Finacial Intermediation and Business Activities
SOM,Public Administration
SOM,"Education, Health and Other Services"
SOM,Private Households
SOM,Others
SOM,Re-export & Re-import
ZAF,Agriculture
ZAF,Fishing
ZAF,Mining and Quarrying
ZAF,Food & Beverages
ZAF,Textiles and Wearing Apparel
ZAF,Wood and Paper
ZAF,"Petroleum, Chemical and non-Metallic Mineral Products"
ZAF,Metal Products
ZAF,Electrical and Machinery
ZAF,Transport Equipment
ZAF,Other Manufacturing
ZAF,Recycling
ZAF,"Electricity, Gas and Water"
ZAF,Construction
ZAF,Maintenance and Repair
ZAF,Wholesale Trade
ZAF,Retail Trade
ZAF,Hotels and Restraurants
ZAF,Transport
ZAF,Post and Telecommunications
ZAF,Finacial Intermediation and Business Activities
ZAF,Public Administration
ZAF,"Education, Health and Other Services"
ZAF,Private Households
ZAF,Others
ZAF,Re-export & Re-import
SDS,Agriculture
SDS,Fishing
SDS,Mining and Quarrying
SDS,Food & Beverages
SDS,Textiles and Wearing Apparel
SDS,Wood and Paper
SDS,"Petroleum, Chemical and non-Metallic Mineral Products"
SDS,Metal Products
SDS,Electrical and Machinery
SDS,Transport Equipment
SDS,Other Manufacturing
SDS,Recycling
SDS,"Electricity, Gas and Water"
SDS,Construction
SDS,Maintenance and Repair
SDS,Wholesale Trade
SDS,Retail Trade
SDS,Hotels and Restraurants
SDS,Transport
SDS,Post and Telecommunications
SDS,Finacial Intermediation and Business Activities
SDS,Public Administration
SDS,"Education, Health and Other Services"
SDS,Private Households
SDS,Others
SDS,Re-export & Re-import
ESP,Agriculture
ESP,Fishing
ESP,Mining and Quarrying
ESP,Food & Beverages
ESP,Textiles and Wearing Apparel
ESP,Wood and Paper
ESP,"Petroleum, Chemical and non-Metallic Mineral Products"
ESP,Metal Products
ESP,Electrical and Machinery
ESP,Transport Equipment
ESP,Other Manufacturing
ESP,Recycling
ESP,"Electricity, Gas and Water"
ESP,Construction
ESP,Maintenance and Repair
ESP,Wholesale Trade
ESP,Retail Trade
ESP,Hotels and Restraurants
ESP,Transport
ESP,Post and Telecommunications
ESP,Finacial Intermediation and Business Activities
ESP,Public Administration
ESP,"Education, Health and Other Services"
ESP,Private Households
ESP,Others
ESP,Re-export & Re-import
LKA,Agriculture
LKA,Fishing
LKA,Mining and Quarrying
LKA,Food & Beverages
LKA,Textiles and Wearing Apparel
LKA,Wood and Paper
LKA,"Petroleum, Chemical and non-Metallic Mineral Products"
LKA,Metal Products
LKA,Electrical and Machinery
LKA,Transport Equipment
LKA,Other Manufacturing
LKA,Recycling
LKA,"Electricity, Gas and Water"
LKA,Construction
LKA,Maintenance and Repair
LKA,Wholesale Trade
LKA,Retail Trade
LKA,Hotels and Restraurants
LKA,Transport
LKA,Post and Telecommunications
LKA,Finacial Intermediation and Business Activities
LKA,Public Administration
LKA,"Education, Health and Other Services"
LKA,Private Households
LKA,Others
LKA,Re-export & Re-import
SUD,Agriculture
SUD,Fishing
SUD,Mining and Quarrying
SUD,Food & Beverages
SUD,Textiles and Wearing Apparel
SUD,Wood and Paper
SUD,"Petroleum, Chemical and non-Metallic Mineral Products"
SUD,Metal Products
SUD,Electrical and Machinery
SUD,Transport Equipment
SUD,Other Manufacturing
SUD,Recycling
SUD,"Electricity, Gas and Water"
SUD,Construction
SUD,Maintenance and Repair
SUD,Wholesale Trade
SUD,Retail Trade
SUD,Hotels and Restraurants
SUD,Transport
SUD,Post and Telecommunications
SUD,Finacial Intermediation and Business Activities
SUD,Public Administration
SUD,"Education, Health and Other Services"
SUD,Private Households
SUD,Others
SUD,Re-export & Re-import
SUR,Agriculture
SUR,Fishing
SUR,Mining and Quarrying
SUR,Food & Beverages
SUR,Textiles and Wearing Apparel
SUR,Wood and Paper
SUR,"Petroleum, Chemical and non-Metallic Mineral Products"
SUR,Metal Products
SUR,Electrical and Machinery
SUR,Transport Equipment
SUR,Other Manufacturing
SUR,Recycling
SUR,"Electricity, Gas and Water"
SUR,Construction
SUR,Maintenance and Repair
SUR,Wholesale Trade
SUR,Retail Trade
SUR,Hotels and Restraurants
SUR,Transport
SUR,Post and Telecommunications
SUR,Finacial Intermediation and Business Activities
SUR,Public Administration
SUR,"Education, Health and Other Services"
SUR,Private Households
SUR,Others
SUR,Re-export & Re-import
SWZ,Agriculture
SWZ,Fishing
SWZ,Mining and Quarrying
SWZ,Food & Beverages
SWZ,Textiles and Wearing Apparel
SWZ,Wood and Paper
SWZ,"Petroleum, Chemical and non-Metallic Mineral Products"
SWZ,Metal Products
SWZ,Electrical and Machinery
SWZ,Transport Equipment
SWZ,Other Manufacturing
SWZ,Recycling
SWZ,"Electricity, Gas and Water"
SWZ,Construction
SWZ,Maintenance and Repair
SWZ,Wholesale Trade
SWZ,Retail Trade
SWZ,Hotels and Restraurants
SWZ,Transport
SWZ,Post and Telecommunications
SWZ,Finacial Intermediation and Business Activities
SWZ,Public Administration
SWZ,"Education, Health and Other Services"
SWZ,Private Households
SWZ,Others
SWZ,Re-export & Re-import
SWE,Agriculture
SWE,Fishing
SWE,Mining and Quarrying
SWE,Food & Beverages
SWE,Textiles and Wearing Apparel
SWE,Wood and Paper
SWE,"Petroleum, Chemical and non-Metallic Mineral Products"
SWE,Metal Products
SWE,Electrical and Machinery
SWE,Transport Equipment
SWE,Other Manufacturing
SWE,Recycling
SWE,"Electricity, Gas and Water"
SWE,Construction
SWE,Maintenance and Repair
SWE,Wholesale Trade
SWE,Retail Trade
SWE,Hotels and Restraurants
SWE,Transport
SWE,Post and Telecommunications
SWE,Finacial Intermediation and Business Activities
SWE,Public Administration
SWE,"Education, Health and Other Services"
SWE,Private Households
SWE,Others
SWE,Re-export & Re-import
CHE,Agriculture
CHE,Fishing
CHE,Mining and Quarrying
CHE,Food & Beverages
CHE,Textiles and Wearing Apparel
CHE,Wood and Paper
CHE,"Petroleum, Chemical and non-Metallic Mineral Products"
CHE,Metal Products
CHE,Electrical and Machinery
CHE,Transport Equipment
CHE,Other Manufacturing
CHE,Recycling
CHE,"Electricity, Gas and Water"
CHE,Construction
CHE,Maintenance and Repair
CHE,Wholesale Trade
CHE,Retail Trade
CHE,Hotels and Restraurants
CHE,Transport
CHE,Post and Telecommunications
CHE,Finacial Intermediation and Business Activities
CHE,Public Administration
CHE,"Education, Health and Other Services"
CHE,Private Households
CHE,Others
CHE,Re-export & Re-import
SYR,Agriculture
SYR,Fishing
SYR,Mining and Quarrying
SYR,Food & Beverages
